[Gene ID]	[source_id]	[Product Description]	[Input ID]	
Tb927.10.11530	Tb927.10.11530:mRNA	hypothetical protein, conserved	Tb927.10.11530	
Tb927.10.11550	Tb927.10.11550:mRNA	hypothetical protein, conserved	Tb927.10.11550	
Tb927.10.11560	Tb927.10.11560:mRNA	hypothetical protein, conserved	Tb927.10.11560	
Tb927.10.11580	Tb927.10.11580:mRNA	predicted WD40 repeat protein	Tb927.10.11580	
Tb927.10.11590	Tb927.10.11590:mRNA	nicotinate phosphoribosyltransferase, putative	Tb927.10.11590	
Tb927.10.11610	Tb927.10.11610:mRNA	SKP1-like protein	Tb927.10.11610	
Tb927.10.11620	Tb927.10.11620:mRNA	calcium-transporting ATPase, putative	Tb927.10.11620	
Tb927.10.11630	Tb927.10.11630:mRNA	PSP1 C-terminal conserved region, putative	Tb927.10.11630	
Tb927.10.11640	Tb927.10.11640:mRNA	Protein prenyltransferase alpha subunit repeat, putative	Tb927.10.11640	
Tb927.10.11670	Tb927.10.11670:mRNA	hypothetical protein, conserved	Tb927.10.11670	
Tb927.10.11680	Tb927.10.11680:mRNA	Voltage-gated Chloride channel Like 2	Tb927.10.11680	
Tb927.10.1170	Tb927.10.1170:mRNA	intraflagellar transport protein 172	Tb927.10.1170	
Tb927.10.11700	Tb927.10.11700:mRNA	guanylate kinase, putative	Tb927.10.11700	
Tb927.10.11710	Tb927.10.11710:mRNA	hypothetical protein	Tb927.10.11710	
Tb927.10.11730	Tb927.10.11730:mRNA	zinc finger protein family member, putative	Tb927.10.11730	
Tb927.10.11780	Tb927.10.11780:mRNA	hypothetical protein, conserved	Tb927.10.11780	
Tb927.10.1180	Tb927.10.1180:mRNA	hypothetical protein, conserved	Tb927.10.1180	
Tb927.10.11800	Tb927.10.11800:mRNA	Axonemal inner arm dynein light chain, putative	Tb927.10.11800	
Tb927.10.11810	Tb927.10.11810:mRNA	hypothetical protein, conserved	Tb927.10.11810	
Tb927.10.11830	Tb927.10.11830:mRNA	hypothetical protein, conserved	Tb927.10.11830	
Tb927.10.11850	Tb927.10.11850:mRNA	WD domain, G-beta repeat, putative	Tb927.10.11850	
Tb927.10.11860	Tb927.10.11860:mRNA	Cornifin (SPRR) family, putative	Tb927.10.11860	
Tb927.10.11870	Tb927.10.11870:mRNA	Guide RNA binding complex protein 5	Tb927.10.11870	
Tb927.10.11880	Tb927.10.11880:mRNA	hypothetical protein, conserved	Tb927.10.11880	
Tb927.10.11910	Tb927.10.11910:mRNA	major facilitator superfamily, putative	Tb927.10.11910	
Tb927.10.11920	Tb927.10.11920:mRNA	hypothetical protein, conserved	Tb927.10.11920	
Tb927.10.11950	Tb927.10.11950:mRNA	hypothetical protein, conserved	Tb927.10.11950	
Tb927.10.11960	Tb927.10.11960:mRNA	hypothetical protein, conserved	Tb927.10.11960	
Tb927.10.11980	Tb927.10.11980:mRNA	QA-SNARE protein putative	Tb927.10.11980	
Tb927.10.11990	Tb927.10.11990:mRNA	60S ribosome subunit biogenesis protein NIP7, putative	Tb927.10.11990	
Tb927.10.12010	Tb927.10.12010:mRNA	hypothetical protein, conserved	Tb927.10.12010	
Tb927.10.12020	Tb927.10.12020:mRNA	recA bacterial DNA recombination protein, putative	Tb927.10.12020	
Tb927.10.12030	Tb927.10.12030:mRNA	hypothetical protein, conserved	Tb927.10.12030	
Tb927.10.12050	Tb927.10.12050:mRNA	LSU ribosomal protein, mitochondrial, putative	Tb927.10.12050	
Tb927.10.12060	Tb927.10.12060:mRNA	hypothetical protein, conserved	Tb927.10.12060	
Tb927.10.12080	Tb927.10.12080:mRNA	hypothetical protein, conserved	Tb927.10.12080	
Tb927.10.12090	Tb927.10.12090:mRNA	RNA-binding protein, putative	Tb927.10.12090	
Tb927.10.1210	Tb927.10.1210:mRNA	katanin, putative	Tb927.10.1210	
Tb927.10.12110	Tb927.10.12110:mRNA	hypothetical protein, conserved	Tb927.10.12110	
Tb927.10.12120	Tb927.10.12120:mRNA	hypothetical protein, conserved	Tb927.10.12120	
Tb927.10.12130	Tb927.10.12130:mRNA	Ubiquitin family, putative	Tb927.10.12130	
Tb927.10.12160	Tb927.10.12160:mRNA	hypothetical protein, conserved	Tb927.10.12160	
Tb927.10.12170	Tb927.10.12170:mRNA	RAB-interacting protein, putative	Tb927.10.12170	
Tb927.10.12190	Tb927.10.12190:mRNA	RAB-interacting protein, putative	Tb927.10.12190	
Tb927.10.12200	Tb927.10.12200:mRNA	hypothetical protein, conserved	Tb927.10.12200	
Tb927.10.12210	Tb927.10.12210:mRNA	ribulose-5-phosphate 3-epimerase, putative	Tb927.10.12210	
Tb927.10.12220	Tb927.10.12220:mRNA	hypothetical protein, conserved	Tb927.10.12220	
Tb927.10.12240	Tb927.10.12240:mRNA	3-ketoacyl-CoA reductase, putative	Tb927.10.12240	
Tb927.10.12250	Tb927.10.12250:mRNA	hypothetical protein, conserved	Tb927.10.12250	
Tb927.10.12260	Tb927.10.12260:mRNA	cytosolic nonspecific dipeptidase, putative	Tb927.10.12260	
Tb927.10.12270	Tb927.10.12270:mRNA	methyltransferase domain containing protein, putative	Tb927.10.12270	
Tb927.10.12290	Tb927.10.12290:mRNA	UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase, putative	Tb927.10.12290	
Tb927.10.12300	Tb927.10.12300:mRNA	hypothetical protein, conserved	Tb927.10.12300	
Tb927.10.12310	Tb927.10.12310:mRNA	helicase-like protein	Tb927.10.12310	
Tb927.10.12320	Tb927.10.12320:mRNA	hypothetical protein	Tb927.10.12320	
Tb927.10.12330	Tb927.10.12330:mRNA	zinc finger protein family member, putative	Tb927.10.12330	
Tb927.10.12340	Tb927.10.12340:mRNA	hypothetical protein, conserved	Tb927.10.12340	
Tb927.10.12350	Tb927.10.12350:mRNA	hypothetical protein, conserved	Tb927.10.12350	
Tb927.10.12370	Tb927.10.12370:mRNA	gamma-glutamylcysteine synthetase	Tb927.10.12370	
Tb927.10.12380	Tb927.10.12380:mRNA	chaperone protein DnaJ, putative	Tb927.10.12380	
Tb927.10.12390	Tb927.10.12390:mRNA	hypothetical protein, conserved	Tb927.10.12390	
Tb927.10.12400	Tb927.10.12400:mRNA	membrane transporter protein, putative	Tb927.10.12400	
Tb927.10.12420	Tb927.10.12420:mRNA	predicted S. cerevisiae Got1 homologue	Tb927.10.12420	
Tb927.10.12430	Tb927.10.12430:mRNA	Noc2p family, putative	Tb927.10.12430	
Tb927.10.12450	Tb927.10.12450:mRNA	SNARE domain-containing protein, putative	Tb927.10.12450	
Tb927.10.12470	Tb927.10.12470:mRNA	hypothetical protein, conserved	Tb927.10.12470	
Tb927.10.12480	Tb927.10.12480:mRNA	UAA transporter family, putative	Tb927.10.12480	
Tb927.10.12490	Tb927.10.12490:mRNA	kinesin, putative	Tb927.10.12490	
Tb927.10.1250	Tb927.10.1250:mRNA	Aminoacyl-tRNA editing domain containing protein, putative	Tb927.10.1250	
Tb927.10.12500	Tb927.10.12500:mRNA	P-type H+-ATPase, putative	Tb927.10.12500	
Tb927.10.12510	Tb927.10.12510:mRNA	P-type H+-ATPase, putative	Tb927.10.12510	
Tb927.10.12520	Tb927.10.12520:mRNA	hypothetical protein, conserved	Tb927.10.12520	
Tb927.10.12540	Tb927.10.12540:mRNA	NADH-ubiquinone oxidoreductase complex I subunit, putative	Tb927.10.12540	
Tb927.10.12550	Tb927.10.12550:mRNA	hypothetical protein, conserved	Tb927.10.12550	
Tb927.10.12560	Tb927.10.12560:mRNA	hypothetical protein	Tb927.10.12560	
Tb927.10.12570	Tb927.10.12570:mRNA	hypothetical protein	Tb927.10.12570	
Tb927.10.12580	Tb927.10.12580:mRNA	hypothetical protein	Tb927.10.12580	
Tb927.10.1260	Tb927.10.1260:mRNA	aspartyl-tRNA synthetase, putative	Tb927.10.1260	
Tb927.10.12600	Tb927.10.12600:mRNA	Small RNA 2'-O-methyltransferase	Tb927.10.12600	
Tb927.10.12610	Tb927.10.12610:mRNA	hypothetical protein	Tb927.10.12610	
Tb927.10.12630	Tb927.10.12630:mRNA	hypothetical protein, conserved	Tb927.10.12630	
Tb927.10.12640	Tb927.10.12640:mRNA	chaperone protein DnaJ, putative	Tb927.10.12640	
Tb927.10.12680	Tb927.10.12680:mRNA	60S ribosomal protein L34, putative	Tb927.10.12680	
Tb927.10.1270	Tb927.10.1270:mRNA	mismatch repair protein, putative	Tb927.10.1270	
Tb927.10.12700	Tb927.10.12700:mRNA	pyruvate dehydrogenase E1 alpha subunit, putative	Tb927.10.12700	
Tb927.10.12710	Tb927.10.12710:mRNA	heat shock protein 110, putative	Tb927.10.12710	
Tb927.10.12760	Tb927.10.12760:mRNA	zinc finger protein family member, putative	Tb927.10.12760	
Tb927.10.12780	Tb927.10.12780:mRNA	Zinc finger CCCH domain-containing protein 37	Tb927.10.12780	
Tb927.10.1280	Tb927.10.1280:mRNA	Domain of unknown function (DUF4499), putative	Tb927.10.1280	
Tb927.10.12800	Tb927.10.12800:mRNA	Zinc finger CCCH domain-containing protein 38	Tb927.10.12800	
Tb927.10.12820	Tb927.10.12820:mRNA	hypothetical protein, conserved	Tb927.10.12820	
Tb927.10.12830	Tb927.10.12830.1:mRNA	acetyltransferase, putative	Tb927.10.12830	
Tb927.10.12830	Tb927.10.12830.2:mRNA	acetyltransferase, putative	Tb927.10.12830	
Tb927.10.12840	Tb927.10.12840:mRNA	mitochondrial carrier protein	Tb927.10.12840	
Tb927.10.12850	Tb927.10.12850:mRNA	ttaggg binding factor	Tb927.10.12850	
Tb927.10.12880	Tb927.10.12880:mRNA	SET domain containing protein, putative	Tb927.10.12880	
Tb927.10.12890	Tb927.10.12890:mRNA	bifunctional aminoacyl-tRNA synthetase, putative	Tb927.10.12890	
Tb927.10.12910	Tb927.10.12910.1:mRNA	hypothetical protein, conserved	Tb927.10.12910	
Tb927.10.12910	Tb927.10.12910.2:mRNA	hypothetical protein, conserved	Tb927.10.12910	
Tb927.10.12930	Tb927.10.12930:mRNA	hypothetical protein, conserved	Tb927.10.12930	
Tb927.10.12940	Tb927.10.12940:mRNA	predicted zinc finger protein	Tb927.10.12940	
Tb927.10.12950	Tb927.10.12950:mRNA	Basal body protein	Tb927.10.12950	
Tb927.10.12960	Tb927.10.12960:mRNA	Ras-related protein Rab5A	Tb927.10.12960	
Tb927.10.12980	Tb927.10.12980:mRNA	Multisite-specific tRNA:(cytosine-C(5))-methyltransferase, putative	Tb927.10.12980	
Tb927.10.12990	Tb927.10.12990:mRNA	predicted ankyrin repeat family protein	Tb927.10.12990	
Tb927.10.1300	Tb927.10.1300:mRNA	hypothetical protein, conserved	Tb927.10.1300	
Tb927.10.13000	Tb927.10.13000:mRNA	cAMP phosphodiesterase A, putative	Tb927.10.13000	
Tb927.10.13010	Tb927.10.13010:mRNA	cAMP-dependent protein kinase catalytic subunit 3	Tb927.10.13010	
Tb927.10.13020	Tb927.10.13020:mRNA	Vacuolar protein sorting-associated protein 16 homolog, putative	Tb927.10.13020	
Tb927.10.13030	Tb927.10.13030:mRNA	cysteine peptidase, Clan CA, family C2, putative	Tb927.10.13030	
Tb927.10.13070	Tb927.10.13070:mRNA	hypothetical protein, conserved	Tb927.10.13070	
Tb927.10.13090	Tb927.10.13090:mRNA	PhoD-like phosphatase, putative	Tb927.10.13090	
Tb927.10.13110	Tb927.10.13110:mRNA	Outer arm dynein light chain 7	Tb927.10.13110	
Tb927.10.13160	Tb927.10.13160:mRNA	gpi mannosyltransferase 2	Tb927.10.13160	
Tb927.10.1320	Tb927.10.1320:mRNA	hypothetical protein, conserved	Tb927.10.1320	
Tb927.10.13200	Tb927.10.13200:mRNA	kinetoplast ribosomal PPR-repeat containing protein 4	Tb927.10.13200	
Tb927.10.13210	Tb927.10.13210:mRNA	dolichyl-P-Man:GDP-ManGlcNAc2-PP-dolichyl beta-1,4-mannosyltransferase, putative	Tb927.10.13210	
Tb927.10.13220	Tb927.10.13220:mRNA	cyclophilin type peptidyl-prolyl cis-trans isomerase, putative	Tb927.10.13220	
Tb927.10.13250	Tb927.10.13250:mRNA	hypothetical protein, conserved	Tb927.10.13250	
Tb927.10.13260	Tb927.10.13260:mRNA	hypothetical protein, conserved	Tb927.10.13260	
Tb927.10.13270	Tb927.10.13270:mRNA	Periodic tryptophan protein 2 homolog, putative	Tb927.10.13270	
Tb927.10.13300	Tb927.10.13300:mRNA	Mitochondrial ribosomal protein S8	Tb927.10.13300	
Tb927.10.13330	Tb927.10.13330:mRNA	paraflagellar rod component, putative	Tb927.10.13330	
Tb927.10.13350	Tb927.10.13350:mRNA	hypothetical protein, conserved	Tb927.10.13350	
Tb927.10.13370	Tb927.10.13370:mRNA	dynein light chain Tctex-type, putative	Tb927.10.13370	
Tb927.10.13390	Tb927.10.13390:mRNA	hypothetical protein, conserved	Tb927.10.13390	
Tb927.10.1340	Tb927.10.1340:mRNA	hypothetical protein, conserved	Tb927.10.1340	
Tb927.10.13410	Tb927.10.13410:mRNA	hypothetical protein	Tb927.10.13410	
Tb927.10.13420	Tb927.10.13420:mRNA	hypothetical protein	Tb927.10.13420	
Tb927.10.13450	Tb927.10.13450:mRNA	hypothetical protein, conserved	Tb927.10.13450	
Tb927.10.13470	Tb927.10.13470:mRNA	PA26 p53-induced protein (sestrin), putative	Tb927.10.13470	
Tb927.10.13500	Tb927.10.13500:mRNA	60S ribosomal protein L10a	Tb927.10.13500	
Tb927.10.13510	Tb927.10.13510:mRNA	zinc metallopeptidase, putative	Tb927.10.13510	
Tb927.10.13530	Tb927.10.13530:mRNA	hypothetical protein	Tb927.10.13530	
Tb927.10.13550	Tb927.10.13550:mRNA	hypothetical protein, conserved	Tb927.10.13550	
Tb927.10.13580	Tb927.10.13580:mRNA	major facilitator superfamily protein (MFS), putative	Tb927.10.13580	
Tb927.10.13590	Tb927.10.13590:mRNA	hypothetical protein, conserved	Tb927.10.13590	
Tb927.10.13600	Tb927.10.13600:mRNA	hypothetical protein, conserved	Tb927.10.13600	
Tb927.10.13610	Tb927.10.13610:mRNA	zinc-finger of a C2HC-type/Double zinc ribbon, putative	Tb927.10.13610	
Tb927.10.13620	Tb927.10.13620:mRNA	nadh-ubiquinone oxidoreductase 39 kda subunit	Tb927.10.13620	
Tb927.10.13630	Tb927.10.13630:mRNA	glucosidase, putative	Tb927.10.13630	
Tb927.10.13640	Tb927.10.13640:mRNA	hypothetical protein, conserved	Tb927.10.13640	
Tb927.10.13650	Tb927.10.13650:mRNA	ADP-ribosylation factor-like protein 2-binding protein, putative	Tb927.10.13650	
Tb927.10.13680	Tb927.10.13680:mRNA	lipase domain protein, putative	Tb927.10.13680	
Tb927.10.13690	Tb927.10.13690:mRNA	hypothetical protein, conserved	Tb927.10.13690	
Tb927.10.1370	Tb927.10.1370:mRNA	hypothetical protein, conserved	Tb927.10.1370	
Tb927.10.13700	Tb927.10.13700:mRNA	phosphatidic acid phosphatase alpha, putative	Tb927.10.13700	
Tb927.10.13710	Tb927.10.13710:mRNA	Activator of Hsp90 ATPase, N-terminal/Activator of Hsp90 ATPase homolog 1-like protein, putative	Tb927.10.13710	
Tb927.10.13730	Tb927.10.13730:mRNA	60S ribosomal protein L7, putative	Tb927.10.13730	
Tb927.10.13750	Tb927.10.13750:mRNA	hypothetical protein, conserved	Tb927.10.13750	
Tb927.10.13760	Tb927.10.13760:mRNA	hypothetical protein, conserved	Tb927.10.13760	
Tb927.10.13780	Tb927.10.13780:mRNA	glycogen synthase kinase 3	Tb927.10.13780	
Tb927.10.13830	Tb927.10.13830:mRNA	chaperone protein DnaJ, putative	Tb927.10.13830	
Tb927.10.13850	Tb927.10.13850:mRNA	ATP12 chaperone protein, putative	Tb927.10.13850	
Tb927.10.13860	Tb927.10.13860:mRNA	GPI-anchor transamidase subunit 8 (GPI8)	Tb927.10.13860	
Tb927.10.13880	Tb927.10.13880:mRNA	hypothetical protein, conserved	Tb927.10.13880	
Tb927.10.1390	Tb927.10.1390:mRNA	Hypoxanthine-guanine-xanthine phosphoribosyltransferase	Tb927.10.1390	
Tb927.10.13910	Tb927.10.13910:mRNA	hypothetical protein, conserved	Tb927.10.13910	
Tb927.10.13920	Tb927.10.13920:mRNA	hypothetical protein, conserved	Tb927.10.13920	
Tb927.10.13930	Tb927.10.13930:mRNA	phosphatidic acid phosphatase, putative	Tb927.10.13930	
Tb927.10.13950	Tb927.10.13950:mRNA	tubulin-specific chaperone, putative	Tb927.10.13950	
Tb927.10.13960	Tb927.10.13960:mRNA	paralyzed flagella protein 20	Tb927.10.13960	
Tb927.10.13970	Tb927.10.13970:mRNA	uracil-DNA glycosylase, putative	Tb927.10.13970	
Tb927.10.13980	Tb927.10.13980:mRNA	btb/poz domain containing protein, putative	Tb927.10.13980	
Tb927.10.13990	Tb927.10.13990:mRNA	Pentatricopeptide repeat protein (PPR), putative	Tb927.10.13990	
Tb927.10.14010	Tb927.10.14010:mRNA	tubulin cofactor C domain-containing protein RP2	Tb927.10.14010	
Tb927.10.14020	Tb927.10.14020:mRNA	hypothetical protein, conserved	Tb927.10.14020	
Tb927.10.14050	Tb927.10.14050:mRNA	hypothetical protein	Tb927.10.14050	
Tb927.10.14060	Tb927.10.14060:mRNA	hypothetical protein	Tb927.10.14060	
Tb927.10.14090	Tb927.10.14090:mRNA	transporter, putative	Tb927.10.14090	
Tb927.10.14130	Tb927.10.14130:mRNA	SRP19 protein, putative	Tb927.10.14130	
Tb927.10.14140	Tb927.10.14140:mRNA	pyruvate kinase 1	Tb927.10.14140	
Tb927.10.14170	Tb927.10.14170:mRNA	aquaglyceroporin 2	Tb927.10.14170	
Tb927.10.14180	Tb927.10.14180:mRNA	protein transport protein SEC13	Tb927.10.14180	
Tb927.10.14190	Tb927.10.14190:mRNA	hypothetical protein, conserved	Tb927.10.14190	
Tb927.10.1420	Tb927.10.1420:mRNA	metallo-peptidase, Clan MG, Family M24	Tb927.10.1420	
Tb927.10.14200	Tb927.10.14200:mRNA	syntaxin 5	Tb927.10.14200	
Tb927.10.14210	Tb927.10.14210:mRNA	TFIIH basal transcription factor subunit	Tb927.10.14210	
Tb927.10.14220	Tb927.10.14220:mRNA	hypothetical protein, conserved	Tb927.10.14220	
Tb927.10.14250	Tb927.10.14250:mRNA	hypothetical protein, conserved	Tb927.10.14250	
Tb927.10.14270	Tb927.10.14270:mRNA	TFIIF-stimulated CTD phosphatase, putative	Tb927.10.14270	
Tb927.10.14280	Tb927.10.14280:mRNA	mitochondrial carrier protein	Tb927.10.14280	
Tb927.10.1430	Tb927.10.1430:mRNA	hypothetical protein, conserved	Tb927.10.1430	
Tb927.10.14340	Tb927.10.14340:mRNA	hypothetical protein, conserved	Tb927.10.14340	
Tb927.10.14350	Tb927.10.14350:mRNA	hypothetical protein, conserved	Tb927.10.14350	
Tb927.10.14370	Tb927.10.14370:mRNA	hypothetical protein, conserved	Tb927.10.14370	
Tb927.10.14380	Tb927.10.14380:mRNA	Hsp70 protein, putative	Tb927.10.14380	
Tb927.10.14390	Tb927.10.14390:mRNA	FACT complex subunit POB3	Tb927.10.14390	
Tb927.10.14400	Tb927.10.14400:mRNA	hypothetical protein, conserved	Tb927.10.14400	
Tb927.10.14410	Tb927.10.14410:mRNA	leucine-rich repeat protein (LRRP), putative	Tb927.10.14410	
Tb927.10.14420	Tb927.10.14420:mRNA	Serine/threonine-protein kinase NEK16, putative	Tb927.10.14420	
Tb927.10.14440	Tb927.10.14440:mRNA	b9 domain-containing protein 1	Tb927.10.14440	
Tb927.10.14460	Tb927.10.14460:mRNA	leucine-rich repeat protein (LRRP), putative	Tb927.10.14460	
Tb927.10.14470	Tb927.10.14470:mRNA	intraflagellar transport protein 140	Tb927.10.14470	
Tb927.10.14480	Tb927.10.14480:mRNA	hypothetical protein, conserved	Tb927.10.14480	
Tb927.10.14490	Tb927.10.14490:mRNA	hypothetical protein, conserved	Tb927.10.14490	
Tb927.10.1450	Tb927.10.1450:mRNA	plectin, putative	Tb927.10.1450	
Tb927.10.14500	Tb927.10.14500:mRNA	hypothetical protein, conserved	Tb927.10.14500	
Tb927.10.14510	Tb927.10.14510:mRNA	root hair defective 3 GTP-binding protein (RHD3), putative	Tb927.10.14510	
Tb927.10.14520	Tb927.10.14520:mRNA	Basal body protein	Tb927.10.14520	
Tb927.10.14560	Tb927.10.14560:mRNA	TPR repeat, putative	Tb927.10.14560	
Tb927.10.14580	Tb927.10.14580:mRNA	60S ribosomal protein L17, putative	Tb927.10.14580	
Tb927.10.14590	Tb927.10.14590:mRNA	Protein of unknown function (DUF1279), putative	Tb927.10.14590	
Tb927.10.1460	Tb927.10.1460:mRNA	NEK family Serine/threonine-protein kinase, putative	Tb927.10.1460	
Tb927.10.14600	Tb927.10.14600:mRNA	40S ribosomal protein S2, putative	Tb927.10.14600	
Tb927.10.14660	Tb927.10.14660:mRNA	hypothetical protein, conserved	Tb927.10.14660	
Tb927.10.14680	Tb927.10.14680:mRNA	ribosome biogenesis protein, putative	Tb927.10.14680	
Tb927.10.14690	Tb927.10.14690:mRNA	syntaxin, putative	Tb927.10.14690	
Tb927.10.14700	Tb927.10.14700:mRNA	hypothetical protein, conserved	Tb927.10.14700	
Tb927.10.14760	Tb927.10.14760:mRNA	clathrin light chain, putative	Tb927.10.14760	
Tb927.10.14770	Tb927.10.14770:mRNA	Associated kinase of Tb14-3-3	Tb927.10.14770	
Tb927.10.14780	Tb927.10.14780:mRNA	Canertinib-binding protein kinase 1	Tb927.10.14780	
Tb927.10.14790	Tb927.10.14790:mRNA	metallo-peptidase, Clan MG, Family M24	Tb927.10.14790	
Tb927.10.14800	Tb927.10.14800:mRNA	mitogen-activated protein kinase 9, putative	Tb927.10.14800	
Tb927.10.14810	Tb927.10.14810:mRNA	multiprotein-bridging factor 1, putative	Tb927.10.14810	
Tb927.10.14820	Tb927.10.14820:mRNA	Mitochondrial ADP/ATP carrier protein 5c	Tb927.10.14820	
Tb927.10.14860	Tb927.10.14860:mRNA	NADH-ubiquinone oxidoreductase B14 subunit	Tb927.10.14860	
Tb927.10.14880	Tb927.10.14880:mRNA	centrosomal protein of 104 kDa	Tb927.10.14880	
Tb927.10.1490	Tb927.10.1490:mRNA	Temperature dependent protein affecting M2 dsRNA replication, putative	Tb927.10.1490	
Tb927.10.14900	Tb927.10.14900:mRNA	hypothetical protein, conserved	Tb927.10.14900	
Tb927.10.14920	Tb927.10.14920:mRNA	hypothetical protein, conserved	Tb927.10.14920	
Tb927.10.14930	Tb927.10.14930:mRNA	Zinc finger CCCH domain-containing protein 39	Tb927.10.14930	
Tb927.10.14980	Tb927.10.14980:mRNA	intraflagellar transport protein 52	Tb927.10.14980	
Tb927.10.14990	Tb927.10.14990:mRNA	intraflagellar transport protein 80	Tb927.10.14990	
Tb927.10.150	Tb927.10.150.1:mRNA	hypothetical protein, conserved	Tb927.10.150	
Tb927.10.150	Tb927.10.150.2:mRNA	hypothetical protein, conserved	Tb927.10.150	
Tb927.10.15010	Tb927.10.15010:mRNA	lipoic acid synthetase, mitochondrial precursor, putative	Tb927.10.15010	
Tb927.10.15020	Tb927.10.15020:mRNA	CMGC/DYRK protein kinase, putative	Tb927.10.15020	
Tb927.10.15090	Tb927.10.15090:mRNA	hypothetical protein, conserved	Tb927.10.15090	
Tb927.10.1510	Tb927.10.1510:mRNA	CCR4-NOT transcription complex subunit 1	Tb927.10.1510	
Tb927.10.15120	Tb927.10.15120:mRNA	40S ribosomal protein S13, putative	Tb927.10.15120	
Tb927.10.15150	Tb927.10.15150:mRNA	DNA-directed RNA polymerase III subunit C11, putative	Tb927.10.15150	
Tb927.10.15160	Tb927.10.15160:mRNA	hypothetical protein, conserved	Tb927.10.15160	
Tb927.10.1520	Tb927.10.1520:mRNA	ras-related protein Rab21, putative	Tb927.10.1520	
Tb927.10.15200	Tb927.10.15200:mRNA	Predicted coiled-coil domain-containing protein (DUF2360), putative	Tb927.10.15200	
Tb927.10.15210	Tb927.10.15210:mRNA	nuclear cap binding complex subunit CBP30	Tb927.10.15210	
Tb927.10.15230	Tb927.10.15230:mRNA	hypothetical protein, conserved	Tb927.10.15230	
Tb927.10.15240	Tb927.10.15240:mRNA	hypothetical protein, conserved	Tb927.10.15240	
Tb927.10.15250	Tb927.10.15250:mRNA	paraflagellar rod component, putative	Tb927.10.15250	
Tb927.10.15260	Tb927.10.15260:mRNA	leucine-rich repeat protein (LRRP), putative	Tb927.10.15260	
Tb927.10.15280	Tb927.10.15280:mRNA	Domain of Unknown Function (DUF1042), putative	Tb927.10.15280	
Tb927.10.15290	Tb927.10.15290:mRNA	tubulin binding cofactor c, putative	Tb927.10.15290	
Tb927.10.1530	Tb927.10.1530:mRNA	hypothetical protein, conserved	Tb927.10.1530	
Tb927.10.15310	Tb927.10.15310:mRNA	hypothetical protein, conserved	Tb927.10.15310	
Tb927.10.15320	Tb927.10.15320:mRNA	hypothetical protein, conserved	Tb927.10.15320	
Tb927.10.15350	Tb927.10.15350:mRNA	histone H3 variant V	Tb927.10.15350	
Tb927.10.15370	Tb927.10.15370:mRNA	DNA-directed RNA polymerases I and III subunit RPAC1, putative	Tb927.10.15370	
Tb927.10.15400	Tb927.10.15400:mRNA	kinesin, putative	Tb927.10.15400	
Tb927.10.15420	Tb927.10.15420:mRNA	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 5, putative	Tb927.10.15420	
Tb927.10.15440	Tb927.10.15440:mRNA	hypothetical protein, conserved	Tb927.10.15440	
Tb927.10.15450	Tb927.10.15450:mRNA	hypothetical protein, conserved	Tb927.10.15450	
Tb927.10.15460	Tb927.10.15460:mRNA	EAP30/Vps36 family, putative	Tb927.10.15460	
Tb927.10.15470	Tb927.10.15470:mRNA	hypothetical protein, conserved	Tb927.10.15470	
Tb927.10.15480	Tb927.10.15480:mRNA	transporter, putative	Tb927.10.15480	
