Gene ID	source_id	Product Description	Input ID	
Tb927.10.14510	Tb927.10.14510:mRNA	root hair defective 3 GTP-binding protein (RHD3), putative	Tb927.10.14510	
Tb927.10.14520	Tb927.10.14520:mRNA	Basal body protein	Tb927.10.14520	
Tb927.10.14530	Tb927.10.14530:mRNA	19S proteasome non-atpase subunit 8	Tb927.10.14530	
Tb927.10.14550	Tb927.10.14550:mRNA	ATP-dependent RNA helicase HEL67	Tb927.10.14550	
Tb927.10.14560	Tb927.10.14560:mRNA	TPR repeat, putative	Tb927.10.14560	
Tb927.10.14570	Tb927.10.14570:mRNA	kinesin motor domain containing protein, putative	Tb927.10.14570	
Tb927.10.14600	Tb927.10.14600:mRNA	40S ribosomal protein S2, putative	Tb927.10.14600	
Tb927.10.14640	Tb927.10.14640:mRNA	Rtf2 RING-finger, putative	Tb927.10.14640	
Tb927.10.14650	Tb927.10.14650:mRNA	hypothetical protein, conserved	Tb927.10.14650	
Tb927.10.14680	Tb927.10.14680:mRNA	ribosome biogenesis protein, putative	Tb927.10.14680	
Tb927.10.14700	Tb927.10.14700:mRNA	hypothetical protein, conserved	Tb927.10.14700	
Tb927.10.14720	Tb927.10.14720:mRNA	peroxin 13	Tb927.10.14720	
Tb927.10.14730	Tb927.10.14730:mRNA	chaperone protein DnaJ, putative	Tb927.10.14730	
Tb927.10.14740	Tb927.10.14740:mRNA	hypothetical protein, conserved	Tb927.10.14740	
Tb927.10.14750	Tb927.10.14750:mRNA	fibrillarin, putative	Tb927.10.14750	
Tb927.10.14770	Tb927.10.14770:mRNA	Associated kinase of Tb14-3-3	Tb927.10.14770	
Tb927.10.14780	Tb927.10.14780:mRNA	Canertinib-binding protein kinase 1	Tb927.10.14780	
Tb927.10.14790	Tb927.10.14790:mRNA	metallo-peptidase, Clan MG, Family M24	Tb927.10.14790	
Tb927.10.14800	Tb927.10.14800:mRNA	mitogen-activated protein kinase 9, putative	Tb927.10.14800	
Tb927.10.14810	Tb927.10.14810:mRNA	multiprotein-bridging factor 1, putative	Tb927.10.14810	
Tb927.10.14820	Tb927.10.14820:mRNA	Mitochondrial ADP/ATP carrier protein 5c	Tb927.10.14820	
Tb927.10.14860	Tb927.10.14860:mRNA	NADH-ubiquinone oxidoreductase B14 subunit	Tb927.10.14860	
Tb927.10.14870	Tb927.10.14870:mRNA	hypothetical protein, conserved	Tb927.10.14870	
Tb927.10.14890	Tb927.10.14890:mRNA	C-terminal motor kinesin, putative	Tb927.10.14890	
Tb927.10.1490	Tb927.10.1490:mRNA	Temperature dependent protein affecting M2 dsRNA replication, putative	Tb927.10.1490	
Tb927.10.14930	Tb927.10.14930:mRNA	Zinc finger CCCH domain-containing protein 39	Tb927.10.14930	
Tb927.10.14950	Tb927.10.14950:mRNA	Zinc finger CCCH domain-containing protein 40	Tb927.10.14950	
Tb927.10.14980	Tb927.10.14980:mRNA	intraflagellar transport protein 52	Tb927.10.14980	
Tb927.10.14990	Tb927.10.14990:mRNA	intraflagellar transport protein 80	Tb927.10.14990	
Tb927.10.1500	Tb927.10.1500:mRNA	methionyl-tRNA synthetase, putative	Tb927.10.1500	
Tb927.10.15000	Tb927.10.15000:mRNA	hypothetical protein, conserved	Tb927.10.15000	
Tb927.10.15010	Tb927.10.15010:mRNA	lipoic acid synthetase, mitochondrial precursor, putative	Tb927.10.15010	
Tb927.10.1510	Tb927.10.1510:mRNA	CCR4-NOT transcription complex subunit 1	Tb927.10.1510	
Tb927.10.15120	Tb927.10.15120:mRNA	40S ribosomal protein S13, putative	Tb927.10.15120	
Tb927.10.15130	Tb927.10.15130:mRNA	Vesicle-trafficking protein SEC22, putative	Tb927.10.15130	
Tb927.10.15150	Tb927.10.15150:mRNA	DNA-directed RNA polymerase III subunit C11, putative	Tb927.10.15150	
Tb927.10.15170	Tb927.10.15170:mRNA	hypothetical protein, conserved	Tb927.10.15170	
Tb927.10.15180	Tb927.10.15180:mRNA	nucleosome assembly protein, putative	Tb927.10.15180	
Tb927.10.1520	Tb927.10.1520:mRNA	ras-related protein Rab21, putative	Tb927.10.1520	
Tb927.10.15220	Tb927.10.15220:mRNA	hypothetical protein, conserved	Tb927.10.15220	
Tb927.10.15230	Tb927.10.15230:mRNA	hypothetical protein, conserved	Tb927.10.15230	
Tb927.10.15250	Tb927.10.15250:mRNA	paraflagellar rod component, putative	Tb927.10.15250	
Tb927.10.15270	Tb927.10.15270:mRNA	metallo- peptidase, Clan MG, Family M24	Tb927.10.15270	
Tb927.10.15280	Tb927.10.15280:mRNA	Domain of Unknown Function (DUF1042), putative	Tb927.10.15280	
Tb927.10.15290	Tb927.10.15290:mRNA	tubulin binding cofactor c, putative	Tb927.10.15290	
Tb927.10.15310	Tb927.10.15310:mRNA	hypothetical protein, conserved	Tb927.10.15310	
Tb927.10.15330	Tb927.10.15330:mRNA	CYTH domain containing protein, putative	Tb927.10.15330	
Tb927.10.15350	Tb927.10.15350:mRNA	histone H3 variant V	Tb927.10.15350	
Tb927.10.15360	Tb927.10.15360:mRNA	hypothetical protein, conserved	Tb927.10.15360	
Tb927.10.15370	Tb927.10.15370:mRNA	DNA-directed RNA polymerases I and III subunit RPAC1, putative	Tb927.10.15370	
Tb927.10.15380	Tb927.10.15380:mRNA	U3 snoRNA-associated protein UTP11, putative	Tb927.10.15380	
Tb927.10.15390	Tb927.10.15390:mRNA	Flagellum attachment zone protein 7	Tb927.10.15390	
Tb927.10.1540	Tb927.10.1540:mRNA	zinc finger protein family member, putative	Tb927.10.1540	
Tb927.10.15410	Tb927.10.15410:mRNA	glycosomal malate dehydrogenase	Tb927.10.15410	
Tb927.10.15420	Tb927.10.15420:mRNA	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 5, putative	Tb927.10.15420	
Tb927.10.15430	Tb927.10.15430:mRNA	Ankyrin repeats (3 copies), putative	Tb927.10.15430	
Tb927.10.15470	Tb927.10.15470:mRNA	hypothetical protein, conserved	Tb927.10.15470	
Tb927.10.1550	Tb927.10.1550:mRNA	proteasome regulatory non-ATP-ase subunit 5	Tb927.10.1550	
Tb927.10.15520	Tb927.10.15520:mRNA	signal recognition particle protein, putative	Tb927.10.15520	
Tb927.10.15530	Tb927.10.15530:mRNA	ABC transport system ATP-binding protein, putative	Tb927.10.15530	
Tb927.10.15540	Tb927.10.15540:mRNA	predicted VPS53-like domain protein	Tb927.10.15540	
Tb927.10.15580	Tb927.10.15580:mRNA	dynein light chain, putative	Tb927.10.15580	
Tb927.10.15590	Tb927.10.15590:mRNA	macrophage infectivity potentiator, precursor, putative	Tb927.10.15590	
Tb927.10.15660	Tb927.10.15660:mRNA	hypothetical protein, conserved	Tb927.10.15660	
Tb927.10.15700	Tb927.10.15700:mRNA	hypothetical protein, conserved	Tb927.10.15700	
Tb927.10.15710	Tb927.10.15710:mRNA	mitochondrial carrier protein	Tb927.10.15710	
Tb927.10.15720	Tb927.10.15720:mRNA	proteasome regulatory non-ATP-ase subunit 9	Tb927.10.15720	
Tb927.10.15750	Tb927.10.15750:mRNA	Tripartite attachment complex protein 197	Tb927.10.15750	
Tb927.10.15760	Tb927.10.15760:mRNA	hypothetical protein, conserved	Tb927.10.15760	
Tb927.10.1580	Tb927.10.1580:mRNA	MICOS complex subunit MIC10-1	Tb927.10.1580	
Tb927.10.15810	Tb927.10.15810:mRNA	Fcf1, putative	Tb927.10.15810	
Tb927.10.15850	Tb927.10.15850:mRNA	Peroxisome biogenesis factor 12	Tb927.10.15850	
Tb927.10.15870	Tb927.10.15870:mRNA	RNA binding protein, putative	Tb927.10.15870	
Tb927.10.1590	Tb927.10.1590:mRNA	ribosomal protein L36, putative	Tb927.10.1590	
Tb927.10.15970	Tb927.10.15970:mRNA	Triglyceride lipase, putative	Tb927.10.15970	
Tb927.10.16040	Tb927.10.16040:mRNA	oxidoreductase-protein, putative	Tb927.10.16040	
Tb927.10.1610	Tb927.10.1610:mRNA	hypothetical protein, conserved	Tb927.10.1610	
Tb927.10.16100	Tb927.10.16100:mRNA	FK506-binding protein (FKBP)-type peptidyl-prolyl isomerase, putative	Tb927.10.16100	
Tb927.10.16110	Tb927.10.16110:mRNA	component of motile flagella 1	Tb927.10.16110	
Tb927.10.16120	Tb927.10.16120:mRNA	inosine-5'-monophosphate dehydrogenase	Tb927.10.16120	
Tb927.10.16150	Tb927.10.16150:mRNA	ATP-dependent zinc metallopeptidase, putative	Tb927.10.16150	
Tb927.10.16170	Tb927.10.16170:mRNA	potassium voltage-gated channel, putative	Tb927.10.16170	
Tb927.10.1620	Tb927.10.1620:mRNA	phosphoserine/threonine/tyrosine-binding protein, putative	Tb927.10.1620	
Tb927.10.1630	Tb927.10.1630:mRNA	atp-binding cassette sub-family e member 1	Tb927.10.1630	
Tb927.10.1660	Tb927.10.1660:mRNA	hypothetical protein, conserved	Tb927.10.1660	
Tb927.10.1690	Tb927.10.1690:mRNA	cytosolic Fe-S cluster assembly factor NBP35, putative	Tb927.10.1690	
Tb927.10.1720	Tb927.10.1720:mRNA	ATP-dependent DEAD/H RNA helicase, putative	Tb927.10.1720	
Tb927.10.180	Tb927.10.180:mRNA	ATP synthase F1 subunit gamma protein, putative	Tb927.10.180	
Tb927.10.1810	Tb927.10.1810:mRNA	RING-H2 zinc finger, putative	Tb927.10.1810	
Tb927.10.1860	Tb927.10.1860:mRNA	hypothetical protein, conserved	Tb927.10.1860	
Tb927.10.190	Tb927.10.190:mRNA	40S ribosomal protein S6, putative	Tb927.10.190	
Tb927.10.1900	Tb927.10.1900:mRNA	DNA topoisomerase IA, putative	Tb927.10.1900	
Tb927.10.1970	Tb927.10.1970:mRNA	CHAT domain containing protein, putative	Tb927.10.1970	
Tb927.10.1980	Tb927.10.1980:mRNA	hypothetical protein, conserved	Tb927.10.1980	
Tb927.10.1990	Tb927.10.1990:mRNA	major vault protein, putative	Tb927.10.1990	
Tb927.10.200	Tb927.10.200:mRNA	vacuolar ATP synthase, putative	Tb927.10.200	
Tb927.10.2010	Tb927.10.2010:mRNA	hexokinase	Tb927.10.2010	
Tb927.10.2020	Tb927.10.2020:mRNA	hexokinase	Tb927.10.2020	
Tb927.10.2040	Tb927.10.2040:mRNA	STE group serine/threonine-protein kinase, putative	Tb927.10.2040	
Tb927.10.2060	Tb927.10.2060:mRNA	hypothetical protein, conserved	Tb927.10.2060	
Tb927.10.2100	Tb927.10.2100:mRNA	elongation factor 1-alpha	Tb927.10.2100	
Tb927.10.2190	Tb927.10.2190:mRNA	Protein of unknown function (DUF667), putative	Tb927.10.2190	
Tb927.10.220	Tb927.10.220:mRNA	60S ribosomal protein L37a, putative	Tb927.10.220	
Tb927.10.2210	Tb927.10.2210:mRNA	Peptidase C19, ubiquitin carboxyl-terminal hydrolase, putative	Tb927.10.2210	
Tb927.10.2230	Tb927.10.2230:mRNA	NADPH:adrenodoxin oxidoreductase, mitochondrial, putative	Tb927.10.2230	
Tb927.10.2240	Tb927.10.2240:mRNA	RNA binding protein	Tb927.10.2240	
Tb927.10.2250	Tb927.10.2250:mRNA	ubiquitin-conjugating enzyme variant Kua homologue, putative	Tb927.10.2250	
Tb927.10.2270	Tb927.10.2270:mRNA	vacuolar protein sorting-associated protein 35, putative	Tb927.10.2270	
Tb927.10.2290	Tb927.10.2290:mRNA	chaperone protein DnaJ, putative	Tb927.10.2290	
Tb927.10.230	Tb927.10.230:mRNA	proteasome subunit alpha type-5, putative	Tb927.10.230	
Tb927.10.2310	Tb927.10.2310:mRNA	hypothetical protein, conserved	Tb927.10.2310	
Tb927.10.2340	Tb927.10.2340:mRNA	SNARE domain containing protein, putative	Tb927.10.2340	
Tb927.10.2350	Tb927.10.2350:mRNA	pyruvate dehydrogenase complex E3 binding protein, putative	Tb927.10.2350	
Tb927.10.2380	Tb927.10.2380:mRNA	Tetratricopeptide repeat, putative	Tb927.10.2380	
Tb927.10.240	Tb927.10.240:mRNA	peroxin 14, putative	Tb927.10.240	
Tb927.10.2490	Tb927.10.2490:mRNA	glucose-6-phosphate 1-dehydrogenase	Tb927.10.2490	
Tb927.10.2530	Tb927.10.2530:mRNA	adenylate kinase, putative	Tb927.10.2530	
Tb927.10.2540	Tb927.10.2540:mRNA	adenylate kinase, putative	Tb927.10.2540	
Tb927.10.2550	Tb927.10.2550:mRNA	malate dehydrogenase-related	Tb927.10.2550	
Tb927.10.2560	Tb927.10.2560:mRNA	mitochondrial malate dehydrogenase	Tb927.10.2560	
Tb927.10.2580	Tb927.10.2580:mRNA	Nucleolar protein 12 (25kDa), putative	Tb927.10.2580	
Tb927.10.2630	Tb927.10.2630:mRNA	Regulator of Vps4 activity in the MVB pathway, putative	Tb927.10.2630	
Tb927.10.2640	Tb927.10.2640:mRNA	intraflagellar transport protein 81	Tb927.10.2640	
Tb927.10.2650	Tb927.10.2650:mRNA	hypothetical protein, conserved	Tb927.10.2650	
Tb927.10.2670	Tb927.10.2670:mRNA	hypothetical protein, conserved	Tb927.10.2670	
Tb927.10.270	Tb927.10.270:mRNA	60S ribosomal protein L32, putative	Tb927.10.270	
Tb927.10.2700	Tb927.10.2700:mRNA	predicted WD40 repeat protein	Tb927.10.2700	
Tb927.10.2730	Tb927.10.2730:mRNA	START domain containing protein, putative	Tb927.10.2730	
Tb927.10.2760	Tb927.10.2760:mRNA	ATPase family associated with various cellular activities (AAA), putative	Tb927.10.2760	
Tb927.10.2770	Tb927.10.2770:mRNA	eukaryotic translation initiation factor 5, putative	Tb927.10.2770	
Tb927.10.2780	Tb927.10.2780:mRNA	DNA-directed RNA polymerase III subunit C1	Tb927.10.2780	
Tb927.10.2790	Tb927.10.2790:mRNA	Conserved oligomeric complex COG6, putative	Tb927.10.2790	
Tb927.10.280	Tb927.10.280:mRNA	cytochrome oxidase subunit VI	Tb927.10.280	
Tb927.10.2810	Tb927.10.2810:mRNA	hypothetical protein, conserved	Tb927.10.2810	
Tb927.10.2840	Tb927.10.2840:mRNA	ribosomal protein S25, putative	Tb927.10.2840	
Tb927.10.2860	Tb927.10.2860:mRNA	POC1 centriolar protein homolog	Tb927.10.2860	
Tb927.10.2880	Tb927.10.2880:mRNA	Voltage-dependent calcium channel subunit, putative	Tb927.10.2880	
Tb927.10.2890	Tb927.10.2890:mRNA	enolase	Tb927.10.2890	
Tb927.10.290	Tb927.10.290:mRNA	proteasome alpha 2 subunit, putative	Tb927.10.290	
Tb927.10.2900	Tb927.10.2900:mRNA	importin beta-1 subunit, putative	Tb927.10.2900	
Tb927.10.2910	Tb927.10.2910:mRNA	splicing factor PTSR1 interacting protein	Tb927.10.2910	
Tb927.10.2920	Tb927.10.2920:mRNA	SUMO-interacting motif-containing protein	Tb927.10.2920	
Tb927.10.2930	Tb927.10.2930:mRNA	hypothetical protein, conserved	Tb927.10.2930	
Tb927.10.2950	Tb927.10.2950:mRNA	hypothetical protein, conserved	Tb927.10.2950	
Tb927.10.2960	Tb927.10.2960:mRNA	Translation factor GUF1, mitochondrial, putative	Tb927.10.2960	
Tb927.10.2980	Tb927.10.2980:mRNA	proteasome regulatory non-ATPase subunit 11	Tb927.10.2980	
Tb927.10.3010	Tb927.10.3010:mRNA	hook complex protein, conserved	Tb927.10.3010	
Tb927.10.3040	Tb927.10.3040:mRNA	succinate dehydrogenase subunit	Tb927.10.3040	
Tb927.10.3080	Tb927.10.3080:mRNA	methionine biosynthetic protein, putative	Tb927.10.3080	
Tb927.10.3120	Tb927.10.3120:mRNA	cytochrome c oxidase assembly protein, putative	Tb927.10.3120	
Tb927.10.3150	Tb927.10.3150:mRNA	N-acetyltransferase, putative	Tb927.10.3150	
Tb927.10.3160	Tb927.10.3160:mRNA	hypothetical protein, conserved	Tb927.10.3160	
Tb927.10.3170	Tb927.10.3170:mRNA	ABC transporter, putative	Tb927.10.3170	
Tb927.10.3200	Tb927.10.3200:mRNA	U2 splicing auxiliary factor, putative	Tb927.10.3200	
Tb927.10.3210	Tb927.10.3210:mRNA	delta-1-pyrroline-5-carboxylate dehydrogenase, putative	Tb927.10.3210	
Tb927.10.3230	Tb927.10.3230:mRNA	CMGC/MAPK protein kinase, putative	Tb927.10.3230	
Tb927.10.3250	Tb927.10.3250:mRNA	Mitochondrial SSU ribosomal protein, putative	Tb927.10.3250	
Tb927.10.3260	Tb927.10.3260:mRNA	Long-chain-fatty-acid--CoA ligase 5 (EC 6.2.1.3) (Long-chain acyl-CoA synthetase 5) (LACS 5), putative	Tb927.10.3260	
Tb927.10.3280	Tb927.10.3280:mRNA	60S ribosomal proteins L38, putative	Tb927.10.3280	
Tb927.10.330	Tb927.10.330:mRNA	hypothetical protein, conserved	Tb927.10.330	
Tb927.10.3340	Tb927.10.3340:mRNA	CMGC/MAPK protein kinase, putative	Tb927.10.3340	
Tb927.10.3370	Tb927.10.3370:mRNA	60S acidic ribosomal protein P2, putative	Tb927.10.3370	
Tb927.10.3390	Tb927.10.3390:mRNA	predicted TLD domain protein	Tb927.10.3390	
Tb927.10.340	Tb927.10.340:mRNA	mitochondrial structure specific endonuclease I (SSE-1), putative	Tb927.10.340	
Tb927.10.3500	Tb927.10.3500:mRNA	splicing factor u2af 65 kda subunit	Tb927.10.3500	
Tb927.10.3520	Tb927.10.3520:mRNA	protease regulatory ATPase subunit 4	Tb927.10.3520	
Tb927.10.3560	Tb927.10.3560:mRNA	arginine N-methyltransferase, putative	Tb927.10.3560	
Tb927.10.3570	Tb927.10.3570:mRNA	RNA editing exonuclease 2	Tb927.10.3570	
Tb927.10.3630	Tb927.10.3630:mRNA	hypothetical protein, conserved	Tb927.10.3630	
Tb927.10.3640	Tb927.10.3640:mRNA	nuclear transmembrane protein, putative	Tb927.10.3640	
Tb927.10.3660	Tb927.10.3660:mRNA	aspartate aminotransferase	Tb927.10.3660	
Tb927.10.3700	Tb927.10.3700:mRNA	AMP-activated protein kinase, gamma regulatory subunit	Tb927.10.3700	
Tb927.10.3710	Tb927.10.3710:mRNA	proteasome activator protein PA26	Tb927.10.3710	
Tb927.10.3720	Tb927.10.3720:mRNA	hypothetical protein, conserved	Tb927.10.3720	
Tb927.10.3760	Tb927.10.3760:mRNA	vacuolar ATP synthase subunit d, putative	Tb927.10.3760	
Tb927.10.3770	Tb927.10.3770:mRNA	predicted TPR repeat protein	Tb927.10.3770	
Tb927.10.3790	Tb927.10.3790:mRNA	hypothetical protein, conserved	Tb927.10.3790	
Tb927.10.380	Tb927.10.380:mRNA	kinetoplast ribosomal PPR-repeat containing protein 5	Tb927.10.380	
Tb927.10.3810	Tb927.10.3810:mRNA	Nucleoporin NUP65	Tb927.10.3810	
Tb927.10.3820	Tb927.10.3820:mRNA	hypothetical protein, conserved	Tb927.10.3820	
Tb927.10.3880	Tb927.10.3880:mRNA	hypothetical protein, conserved	Tb927.10.3880	
Tb927.10.390	Tb927.10.390:mRNA	DUF2407 ubiquitin-like domain containing protein, putative	Tb927.10.390	
Tb927.10.3900	Tb927.10.3900:mRNA	CAMK/CAMKL family protein kinase, putative	Tb927.10.3900	
Tb927.10.3920	Tb927.10.3920:mRNA	hypothetical protein, conserved	Tb927.10.3920	
Tb927.10.3940	Tb927.10.3940:mRNA	40S ribosomal protein S3A, putative	Tb927.10.3940	
Tb927.10.3970	Tb927.10.3970:mRNA	hypothetical protein, conserved	Tb927.10.3970	
Tb927.10.3990	Tb927.10.3990:mRNA	DHH1	Tb927.10.3990	
Tb927.10.4000	Tb927.10.4000:mRNA	methylglutaconyl-CoA hydratase, mitochondrial precursor, putative	Tb927.10.4000	
Tb927.10.4040	Tb927.10.4040:mRNA	3-keto-dihydrosphingosine reductase	Tb927.10.4040	
Tb927.10.4060	Tb927.10.4060:mRNA	Ankyrin repeats (3 copies), putative	Tb927.10.4060	
Tb927.10.4070	Tb927.10.4070:mRNA	hypothetical protein, conserved	Tb927.10.4070	
Tb927.10.4080	Tb927.10.4080:mRNA	hypothetical protein, conserved	Tb927.10.4080	
Tb927.10.4110	Tb927.10.4110:mRNA	60S ribosomal protein L30	Tb927.10.4110	
Tb927.10.4130	Tb927.10.4130:mRNA	NADH-ubiquinone oxidoreductase B13 subunit	Tb927.10.4130	
Tb927.10.4170	Tb927.10.4170:mRNA	hypothetical protein, conserved	Tb927.10.4170	
Tb927.10.4180	Tb927.10.4180:mRNA	TFIIF-stimulated CTD phosphatase, putative	Tb927.10.4180	
Tb927.10.4240	Tb927.10.4240:mRNA	hypothetical protein, conserved	Tb927.10.4240	
Tb927.10.4250	Tb927.10.4250:mRNA	ADP-ribosylation factor-like 2, arl2	Tb927.10.4250	
Tb927.10.4270	Tb927.10.4270:mRNA	coatomer subunit zeta, putative	Tb927.10.4270	
Tb927.10.4280	Tb927.10.4280:mRNA	ubiquinol-cytochrome c reductase complex 14 kda protein	Tb927.10.4280	
Tb927.10.430	Tb927.10.430:mRNA	peroxidase, putative	Tb927.10.430	
Tb927.10.4310	Tb927.10.4310:mRNA	prohibitin 2, putative	Tb927.10.4310	
Tb927.10.4320	Tb927.10.4320:mRNA	hypothetical protein, conserved	Tb927.10.4320	
Tb927.10.4330	Tb927.10.4330:mRNA	2-oxoisovalerate dehydrogenase beta subunit, mitochondrial precursor, putative	Tb927.10.4330	
Tb927.10.4430	Tb927.10.4430:mRNA	pumillo RNA binding protein PUF1	Tb927.10.4430	
Tb927.10.4440	Tb927.10.4440:mRNA	predicted SAP domain protein	Tb927.10.4440	
Tb927.10.4460	Tb927.10.4460:mRNA	leucine carboxyl methyltransferase, putative	Tb927.10.4460	
Tb927.10.450	Tb927.10.450:mRNA	Component of motile flagella 62	Tb927.10.450	
Tb927.10.4510	Tb927.10.4510:mRNA	PUB domain containing protein, putative	Tb927.10.4510	
Tb927.10.4560	Tb927.10.4560:mRNA	elongation factor 2	Tb927.10.4560	
Tb927.10.460	Tb927.10.460:mRNA	NIMA-related protein kinase	Tb927.10.460	
Tb927.10.4610	Tb927.10.4610:mRNA	dolicholphosphate-mannose synthase, putative	Tb927.10.4610	
Tb927.10.4620	Tb927.10.4620:mRNA	peptidyl-prolyl cis-trans isomerase, putative	Tb927.10.4620	
Tb927.10.4640	Tb927.10.4640:mRNA	eukaryotic translation initiation factor 3 subunit l	Tb927.10.4640	
Tb927.10.4690	Tb927.10.4690:mRNA	dynein light chain, putative	Tb927.10.4690	
Tb927.10.470	Tb927.10.470:mRNA	choline dehydrogenase, putative	Tb927.10.470	
Tb927.10.4700	Tb927.10.4700:mRNA	dolicholphosphate-mannose synthase, putative	Tb927.10.4700	
Tb927.10.4730	Tb927.10.4730:mRNA	ribonuclease HII, putative	Tb927.10.4730	
Tb927.10.4760	Tb927.10.4760:mRNA	Integral membrane protein DUF106, putative	Tb927.10.4760	
Tb927.10.4830	Tb927.10.4830:mRNA	hypothetical protein, conserved	Tb927.10.4830	
Tb927.10.4850	Tb927.10.4850:mRNA	hypothetical protein, conserved	Tb927.10.4850	
Tb927.10.4860	Tb927.10.4860:mRNA	hypothetical protein, conserved	Tb927.10.4860	
Tb927.10.4880	Tb927.10.4880:mRNA	hypothetical protein, conserved	Tb927.10.4880	
Tb927.10.4890	Tb927.10.4890:mRNA	zinc-finger of a C2HC-type, putative	Tb927.10.4890	
Tb927.10.4900	Tb927.10.4900:mRNA	TPR-repeat-containing chaperone protein DNAJ, putative	Tb927.10.4900	
Tb927.10.4940	Tb927.10.4940:mRNA	Nuclear Dbf2-related kinase	Tb927.10.4940	
Tb927.10.5010	Tb927.10.5010:mRNA	Elongation factor G1, mitochondrial, putative	Tb927.10.5010	
Tb927.10.5020	Tb927.10.5020:mRNA	Eukaryotic translation initiation factor 4E type 5	Tb927.10.5020	
Tb927.10.5050	Tb927.10.5050:mRNA	mitochondrial ATP synthase epsilon chain	Tb927.10.5050	
Tb927.10.510	Tb927.10.510:mRNA	Present in the outer mitochondrial membrane proteome 19	Tb927.10.510	
Tb927.10.5130	Tb927.10.5130:mRNA	Protein C21orf2 homolog, putative	Tb927.10.5130	
Tb927.10.5140	Tb927.10.5140:mRNA	Mitogen-activated protein kinase 6	Tb927.10.5140	
Tb927.10.5180	Tb927.10.5180:mRNA	TPR-repeat-containing chaperone protein DNAJ, putative	Tb927.10.5180	
Tb927.10.520	Tb927.10.520:mRNA	Mitochondrial ATP synthase subunit, putative	Tb927.10.520	
Tb927.10.5220	Tb927.10.5220:mRNA	hypothetical protein, conserved	Tb927.10.5220	
Tb927.10.5230	Tb927.10.5230:mRNA	ADP-ribosylation factor-like protein 13, putative	Tb927.10.5230	
Tb927.10.5300	Tb927.10.5300:mRNA	eukaryotic translation initiation factor 6 (eIF-6), putative	Tb927.10.5300	
Tb927.10.5310	Tb927.10.5310:mRNA	SNF1-related protein kinases, putative	Tb927.10.5310	
Tb927.10.5330	Tb927.10.5330:mRNA	40S ribosomal protein S18, putative	Tb927.10.5330	
Tb927.10.5350	Tb927.10.5350:mRNA	dynein heavy chain, putative	Tb927.10.5350	
Tb927.10.5360	Tb927.10.5360:mRNA	40S ribosomal protein S10, putative	Tb927.10.5360	
Tb927.10.5380	Tb927.10.5380:mRNA	intraflagellar transport protein 122	Tb927.10.5380	
Tb927.10.540	Tb927.10.540:mRNA	ATP-dependent RNA helicase SUB2, putative	Tb927.10.540	
Tb927.10.5400	Tb927.10.5400:mRNA	hypothetical protein, conserved	Tb927.10.5400	
Tb927.10.5430	Tb927.10.5430:mRNA	Flagellar C1a complex subunit C1a-32, putative	Tb927.10.5430	
Tb927.10.5450	Tb927.10.5450:mRNA	ISWI complex protein	Tb927.10.5450	
Tb927.10.5460	Tb927.10.5460:mRNA	60S ribosomal protein L24, putative	Tb927.10.5460	
Tb927.10.5520	Tb927.10.5520:mRNA	AmmeMemoRadiSam system protein B, putative	Tb927.10.5520	
Tb927.10.5540	Tb927.10.5540:mRNA	hypothetical protein, conserved	Tb927.10.5540	
Tb927.10.5590	Tb927.10.5590:mRNA	protein phosphatase 2C, putative	Tb927.10.5590	
Tb927.10.560	Tb927.10.560:mRNA	40S ribosomal proteins S11, putative	Tb927.10.560	
Tb927.10.5610	Tb927.10.5610:mRNA	40S ribosomal protein S9, putative	Tb927.10.5610	
